Date,Open,High,Low,Close,Adj Close,Volume
1991-04-01,8.656250,9.000000,8.343750,8.375000,4.351375,80037600
1991-05-01,8.437500,8.875000,8.156250,8.750000,4.546212,72112800
1991-06-01,8.750000,8.812500,7.812500,8.218750,4.281608,74225200
1991-07-01,8.312500,8.625000,8.093750,8.187500,4.265330,62829200
1991-08-01,8.156250,8.343750,7.500000,8.156250,4.249051,86628000
1991-09-01,8.156250,8.937500,7.750000,8.750000,4.571308,77432400
1991-10-01,8.812500,9.375000,8.468750,8.687500,4.538655,70356000
1991-11-01,8.750000,9.000000,8.218750,8.406250,4.391721,52168000
1991-12-01,8.343750,9.968750,8.281250,9.500000,4.976552,68894800
1992-01-01,9.625000,11.250000,9.562500,10.875000,5.696841,102968000
1992-02-01,10.812500,11.093750,10.093750,10.125000,5.303957,61436800
1992-03-01,10.218750,11.093750,9.843750,9.968750,5.233601,71912800
1992-04-01,9.875000,11.250000,9.843750,11.093750,5.824227,72727200
1992-05-01,11.000000,11.781250,10.687500,11.718750,6.152351,68083600
1992-06-01,11.687500,11.875000,10.968750,11.500000,6.050956,60518400
1992-07-01,11.531250,11.812500,10.468750,10.968750,5.771429,74509600
1992-08-01,10.750000,10.937500,10.281250,10.625000,5.590558,59856000
1992-09-01,10.625000,11.343750,10.500000,11.093750,5.851171,48327600
1992-10-01,11.125000,11.531250,10.218750,11.468750,6.048959,54856400
1992-11-01,11.437500,12.406250,11.312500,12.250000,6.461010,55352400
1992-12-01,12.312500,12.593750,11.781250,12.187500,6.441399,51082000
1993-01-01,12.218750,12.593750,11.656250,12.156250,6.424881,51477600
1993-02-01,12.218750,13.000000,12.000000,12.656250,6.689142,65055600
1993-03-01,12.625000,13.562500,12.406250,13.218750,7.000370,62466800
1993-04-01,13.250000,13.375000,11.375000,12.031250,6.371496,77522400
1993-05-01,12.093750,12.781250,11.843750,12.437500,6.586636,51242800
1993-06-01,12.468750,12.968750,12.093750,12.281250,6.503888,63109200
1993-07-01,12.312500,13.093750,12.062500,12.875000,6.833026,50405200
1993-08-01,12.843750,13.812500,12.781250,13.437500,7.131553,60591600
1993-09-01,13.437500,13.906250,12.875000,12.968750,6.896257,48452800
1993-10-01,13.031250,14.437500,12.812500,14.406250,7.660659,42554800
1993-11-01,14.343750,14.750000,13.500000,14.656250,7.793602,53267200
1993-12-01,14.718750,14.781250,14.031250,14.250000,7.592177,49500000
1994-01-01,14.187500,15.406250,13.781250,15.187500,8.091660,63104800
1994-02-01,15.250000,15.593750,14.656250,15.156250,8.075014,52103600
1994-03-01,15.156250,15.625000,13.625000,14.218750,7.588949,70739600
1994-04-01,13.875000,15.062500,13.812500,15.000000,8.005921,48916400
1994-05-01,15.000000,15.531250,14.250000,15.500000,8.272790,49776000
1994-06-01,15.468750,15.687500,14.375000,14.437500,7.705706,65625600
1994-07-01,14.500000,14.875000,13.125000,13.562500,7.252725,71393200
1994-08-01,13.625000,14.250000,12.781250,14.125000,7.553531,102651000
1994-09-01,14.125000,14.125000,13.062500,13.187500,7.068049,68018600
1994-10-01,13.312500,14.500000,12.937500,14.437500,7.738002,66774600
1994-11-01,14.437500,14.937500,13.937500,14.187500,7.604012,66538000
1994-12-01,14.125000,14.875000,13.875000,14.625000,7.854751,55419000
1995-01-01,14.625000,16.500000,14.312500,16.312500,8.761065,74650600
1995-02-01,16.375000,17.000000,15.875000,16.625000,8.928898,62285800
1995-03-01,16.500000,17.875000,16.312500,17.062500,9.180500,69575000
1995-04-01,17.062500,17.875000,16.875000,17.500000,9.415898,44126000
1995-05-01,17.562500,19.000000,17.437500,18.937500,10.189349,67386800
1995-06-01,18.875000,19.625000,18.062500,19.562500,10.545408,52613600
1995-07-01,19.500000,19.812500,17.937500,19.312500,10.410643,53551600
1995-08-01,19.312500,19.562500,18.062500,18.250000,9.837888,77603800
1995-09-01,18.187500,20.750000,18.187500,19.125000,10.328877,69075600
1995-10-01,19.062500,21.000000,18.875000,20.500000,11.071476,76830600
1995-11-01,20.562500,22.750000,20.312500,22.312500,12.050360,53162000
1995-12-01,22.375000,24.000000,21.875000,22.562500,12.204183,62242200
1996-01-01,22.500000,25.500000,21.250000,25.125000,13.590254,77453400
1996-02-01,25.062500,27.125000,24.500000,25.000000,13.522647,96308000
1996-03-01,25.250000,26.875000,23.625000,24.000000,12.999157,84630800
1996-04-01,24.375000,24.875000,22.937500,23.937500,12.965306,96953200
1996-05-01,24.125000,25.187500,23.000000,24.062500,13.033004,92482600
1996-06-01,24.062500,24.625000,22.687500,23.375000,12.680099,76701000
1996-07-01,23.500000,23.812500,20.500000,23.187500,12.578377,95715200
1996-08-01,23.125000,24.125000,23.000000,23.187500,12.578377,52914200
1996-09-01,23.000000,24.500000,22.750000,23.687500,12.869928,61679400
1996-10-01,23.750000,23.812500,21.875000,22.250000,12.088908,105616000
1996-11-01,22.250000,24.687500,22.250000,23.375000,12.700150,75895200
1996-12-01,23.312500,24.125000,22.500000,22.687500,12.346314,74362000
1997-01-01,22.625000,23.937500,21.625000,22.750000,12.380321,127132400
1997-02-01,22.937500,23.875000,21.562500,21.625000,11.768108,106283800
1997-03-01,21.437500,24.687500,21.250000,23.625000,12.876878,114219200
1997-04-01,23.375000,27.000000,23.375000,26.750000,14.580160,112052800
1997-05-01,26.750000,27.437500,24.750000,25.125000,13.694454,74663400
1997-06-01,25.062500,25.250000,23.812500,24.156250,13.187848,98116200
1997-07-01,24.187500,27.375000,23.687500,26.875000,14.672124,122405000
1997-08-01,26.875000,26.875000,22.875000,23.656250,12.914879,81251400
1997-09-01,23.656250,24.531250,22.875000,23.812500,13.022202,89980200
1997-10-01,23.937500,24.375000,21.062500,22.406250,12.253167,106210800
1997-11-01,22.500000,24.812500,22.218750,24.250000,13.261449,66398200
1997-12-01,24.375000,24.468750,22.187500,23.875000,13.078038,71962200
1998-01-01,23.937500,24.343750,22.312500,23.562500,12.906864,69523800
1998-02-01,23.937500,27.937500,23.718750,27.281250,14.943884,97625000
1998-03-01,27.375000,30.125000,25.000000,30.000000,16.459164,151832000
1998-04-01,30.031250,31.906250,28.531250,30.937500,16.973511,124057200
1998-05-01,31.250000,33.531250,30.500000,32.812500,18.002207,85294200
1998-06-01,32.812500,34.968750,31.687500,34.500000,18.953991,74961600
1998-07-01,34.718750,37.468750,33.093750,33.406250,18.353086,102201400
1998-08-01,32.937500,33.343750,28.000000,28.187500,15.485949,92068800
1998-09-01,28.000000,32.250000,26.750000,29.843750,16.418880,99613000
1998-10-01,29.375000,34.343750,28.093750,33.531250,18.447594,99538000
1998-11-01,33.937500,36.812500,32.750000,35.031250,19.272844,67301800
1998-12-01,35.000000,39.750000,33.031250,38.406250,21.156071,71525200
1999-01-01,38.687500,40.375000,35.937500,39.406250,21.706934,81901000
1999-02-01,39.375000,43.375000,39.031250,42.500000,23.411118,78458400
1999-03-01,42.625000,47.375000,41.687500,45.312500,24.960386,93769700
1999-04-01,45.250000,47.062500,41.500000,42.375000,23.368444,68994100
1999-05-01,42.312500,42.750000,37.750000,38.500000,21.231497,64020900
1999-06-01,38.875000,42.875000,37.750000,41.125000,22.707998,60031800
1999-07-01,41.125000,45.250000,39.875000,41.687500,23.018599,58664500
1999-08-01,41.500000,43.062500,38.937500,41.375000,22.846054,55676200
1999-09-01,41.000000,44.375000,39.750000,43.250000,23.909012,48415000
1999-10-01,43.062500,45.250000,38.312500,41.250000,22.803391,82637800
1999-11-01,41.750000,49.562500,41.062500,45.750000,25.291027,93663000
1999-12-01,45.125000,46.750000,38.812500,40.312500,22.309669,79335000
2000-01-01,39.937500,43.625000,34.687500,37.375000,20.683998,109356500
2000-02-01,37.437500,37.625000,30.625000,31.750000,17.571026,116297800
2000-03-01,31.875000,38.250000,29.812500,37.375000,20.683998,107742400
2000-04-01,37.812500,39.437500,31.937500,38.062500,21.064472,88858600
2000-05-01,38.000000,39.937500,35.000000,35.812500,19.819288,79034300
2000-06-01,35.562500,36.312500,31.000000,32.937500,18.228207,114547600
2000-07-01,33.187500,33.750000,30.062500,31.687500,17.536438,86101500
2000-08-01,31.875000,34.250000,29.625000,29.890625,16.542017,84650800
2000-09-01,29.687500,30.375000,26.375000,30.187500,16.706312,125297300
2000-10-01,30.437500,31.500000,27.562500,31.000000,17.155964,84067000
2000-11-01,30.750000,34.437500,30.625000,31.875000,17.640202,74139700
2000-12-01,32.125000,34.500000,28.750000,34.000000,18.939373,102846600
2001-01-01,33.812500,35.062500,28.000000,29.350000,16.349134,120591700
2001-02-01,29.500000,31.000000,28.950001,29.400000,16.376986,93721300
2001-03-01,29.040001,29.480000,24.750000,26.549999,14.789423,121917800
2001-04-01,26.299999,27.950001,25.389999,27.500000,15.318617,79874200
2001-05-01,27.250000,30.959999,26.250000,30.280001,16.867184,109702100
2001-06-01,30.280001,30.450001,27.000000,27.059999,15.073516,102637300
2001-07-01,27.200001,29.500000,26.049999,29.139999,16.232157,84387800
2001-08-01,29.290001,31.000000,27.690001,30.030001,16.727928,86142900
2001-09-01,30.230000,30.870001,26.000000,27.139999,15.118080,98907700
2001-10-01,27.480000,30.100000,25.000000,26.070000,14.522039,117467300
2001-11-01,26.100000,28.500000,25.820000,26.840000,14.950966,94387700
2001-12-01,27.020000,27.719999,25.150000,26.469999,14.869891,96335000
2002-01-01,26.469999,27.480000,25.379999,27.180000,15.268737,95464400
2002-02-01,26.879999,27.450001,26.020000,26.100000,14.662038,74377200
2002-03-01,26.350000,29.059999,26.070000,27.750000,15.588946,93600400
2002-04-01,27.549999,29.200001,27.000000,28.400000,15.954097,114502600
2002-05-01,28.400000,30.719999,28.059999,29.940001,16.819202,113627600
2002-06-01,30.000000,30.440001,27.870001,28.450001,15.982179,96118300
2002-07-01,28.459999,28.620001,21.750000,24.750000,13.903650,140932600
2002-08-01,24.650000,25.340000,21.990000,23.760000,13.347511,110828000
2002-09-01,23.570000,23.590000,17.420000,17.660000,9.920747,208693700
2002-10-01,17.840000,19.950001,15.750000,18.110001,10.173542,147656300
2002-11-01,18.020000,19.700001,16.250000,18.500000,10.392631,136786700
2002-12-01,18.629999,19.170000,15.170000,16.080000,9.159102,200320400
2003-01-01,16.170000,17.379999,13.910000,14.240000,8.111048,171721600
2003-02-01,14.070000,14.620000,12.770000,13.610000,7.752203,110454700
2003-03-01,13.850000,15.200000,12.120000,14.460000,8.236361,141331600
2003-04-01,14.600000,17.400000,13.880000,17.100000,9.740092,162742600
2003-05-01,17.049999,18.830000,16.580000,18.730000,10.668538,176050000
2003-06-01,18.920000,22.950001,18.719999,22.059999,12.565291,149689300
2003-07-01,21.799999,23.240000,20.400000,23.010000,13.106403,152590600
2003-08-01,23.010000,23.980000,21.570000,22.420000,12.770348,111268400
2003-09-01,22.450001,24.370001,22.110001,23.540001,13.408296,129681900
2003-10-01,23.750000,25.080000,23.520000,25.000000,14.239901,133869100
2003-11-01,25.370001,26.780001,24.459999,25.629999,14.598754,115189600
2003-12-01,25.950001,27.010000,23.100000,24.830000,14.363197,146998800
2004-01-01,24.950001,25.850000,24.540001,25.740000,14.889596,101455700
2004-02-01,25.820000,28.760000,25.719999,28.299999,16.370459,97504900
2004-03-01,28.400000,29.980000,27.540001,28.570000,16.526642,114959500
2004-04-01,28.750000,29.430000,26.400000,27.230000,15.751507,113808800
2004-05-01,27.430000,27.879999,25.049999,26.400000,15.271391,83942300
2004-06-01,26.209999,27.379999,25.799999,26.000000,15.039997,90958200
2004-07-01,26.090000,28.250000,25.740000,27.500000,15.907692,78605900
2004-08-01,27.320000,27.590000,25.639999,27.020000,15.630033,63781000
2004-09-01,27.030001,28.129999,26.860001,28.030001,16.214273,79923500
2004-10-01,28.000000,29.490000,27.309999,29.150000,16.862150,102501100
2004-11-01,29.049999,31.000000,28.770000,30.740000,17.781908,109693900
2004-12-01,30.900000,32.959999,30.860001,32.060001,18.889721,98035300
2005-01-01,31.600000,32.500000,30.809999,32.389999,19.084154,93212300
2005-02-01,32.049999,33.250000,31.400000,33.080002,19.490707,85869800
2005-03-01,33.020000,34.560001,30.959999,31.139999,18.347656,107381300
2005-04-01,31.200001,31.910000,29.110001,29.309999,17.269421,117649100
2005-05-01,29.120001,31.500000,29.120001,30.940001,18.229816,101818900
2005-06-01,30.840000,31.209999,27.740000,27.750000,16.350273,137606500
2005-07-01,27.809999,31.250000,27.360001,31.170000,18.365326,123850500
2005-08-01,30.250000,34.700001,30.250000,32.450001,19.119507,176113000
2005-09-01,32.299999,35.029999,31.309999,33.490002,19.732271,195289500
2005-10-01,33.400002,34.020000,31.480000,31.600000,18.618696,163251100
2005-11-01,32.730000,34.759998,31.610001,33.849998,19.944387,158617300
2005-12-01,34.230000,35.689999,33.580002,33.720001,20.275364,111305900
2006-01-01,34.290001,36.310001,33.200001,35.009998,21.051025,172586800
2006-02-01,35.009998,36.750000,34.889999,34.910000,20.990898,101717900
2006-03-01,35.000000,35.250000,34.110001,34.360001,20.660187,112047900
2006-04-01,34.450001,35.570000,33.709999,34.570000,20.786457,106187800
2006-05-01,34.639999,35.990002,32.619999,33.169998,19.944660,120458500
2006-06-01,32.970001,34.599998,31.730000,33.599998,20.203207,131708100
2006-07-01,33.700001,35.500000,32.750000,35.389999,21.279514,109918200
2006-08-01,35.200001,36.250000,34.220001,35.900002,21.586172,97181000
2006-09-01,36.250000,40.060001,36.009998,39.119999,23.522314,182563500
2006-10-01,39.119999,42.480000,38.950001,41.919998,25.205914,426927400
2006-11-01,42.150002,42.259998,40.790001,41.970001,25.235977,163643700
2006-12-01,42.180000,44.680000,41.700001,44.330002,27.305609,102668500
2007-01-01,43.650002,45.060001,42.540001,44.349998,27.317930,140837800
2007-02-01,44.259998,46.209999,43.380001,43.689999,26.911388,108331900
2007-03-01,43.490002,45.490002,42.310001,45.049999,27.749111,140190900
2007-04-01,44.279999,49.700001,44.259998,48.279999,29.738663,145227100
2007-05-01,48.209999,52.580002,48.209999,50.549999,31.136894,190214400
2007-06-01,50.560001,52.880001,50.020000,50.759998,31.266256,151087700
2007-07-01,51.189999,53.220001,47.860001,47.869999,29.486120,152476800
2007-08-01,47.680000,51.880001,46.639999,49.250000,30.336145,184713500
2007-09-01,49.130001,55.730000,48.810001,54.470001,33.551472,184427200
2007-10-01,54.750000,59.849998,54.669998,59.750000,36.803753,169180500
2007-11-01,59.349998,59.919998,56.240002,58.470001,36.015320,210604500
2007-12-01,58.450001,63.689999,58.099998,58.910000,37.240578,145737700
2008-01-01,59.480000,59.480000,49.360001,53.580002,33.871151,322895900
2008-02-01,53.669998,57.070000,52.849998,54.110001,34.206207,173118000
2008-03-01,53.980000,56.509998,52.000000,55.770000,35.496166,176502600
2008-04-01,56.040001,60.599998,55.139999,59.580002,37.921139,162566400
2008-05-01,59.540001,61.759998,57.310001,59.320000,37.755657,130719300
2008-06-01,59.119999,60.410000,55.169998,56.220001,35.782581,170062300
2008-07-01,55.869999,61.209999,55.700001,59.790001,38.302525,199976900
2008-08-01,59.830002,67.000000,59.439999,62.000000,39.718281,187320500
2008-09-01,62.389999,65.470001,59.560001,61.700001,39.766300,235712800
2008-10-01,61.180000,64.019997,45.790001,57.930000,37.336498,340794300
2008-11-01,58.410000,58.980000,51.150002,58.750000,37.865002,222422600
2008-12-01,58.070000,63.990002,55.439999,62.189999,40.438023,231622200
2009-01-01,62.380001,64.459999,56.410000,58.020000,37.726543,207220100
2009-02-01,57.619999,59.770000,51.500000,52.250000,33.974709,201057500
2009-03-01,51.799999,56.090000,50.439999,54.570000,35.813087,279642900
2009-04-01,54.299999,57.270000,53.029999,53.290001,34.973045,181800100
2009-05-01,53.209999,59.029999,51.759998,58.990002,38.713829,206996500
2009-06-01,59.180000,61.009998,56.040001,57.490002,37.729420,189413700
2009-07-01,57.650002,59.590000,54.919998,55.060001,36.433346,222682600
2009-08-01,55.110001,57.220001,54.430000,56.240002,37.214153,184050500
2009-09-01,56.049999,57.669998,53.880001,57.070000,38.096611,213399900
2009-10-01,56.990002,60.599998,56.029999,58.610001,39.124622,200713800
2009-11-01,58.840000,64.750000,58.599998,63.250000,42.222031,164171600
2009-12-01,63.639999,64.050003,60.040001,62.439999,42.040070,153243600
2010-01-01,62.630001,64.779999,61.060001,62.430000,42.033344,158366700
2010-02-01,62.830002,65.750000,62.540001,63.849998,42.989407,150643900
2010-03-01,63.980000,67.489998,63.250000,66.720001,45.303547,153461200
2010-04-01,67.059998,71.709999,67.059998,70.589996,47.931313,135971400
2010-05-01,70.879997,71.839996,65.550003,66.870003,45.405403,185467000
2010-06-01,66.230003,70.580002,65.800003,65.870003,45.102207,149278100
2010-07-01,66.720001,71.540001,65.309998,69.730003,47.745193,133382100
2010-08-01,70.500000,74.070000,69.839996,73.059998,50.025295,129701400
2010-09-01,73.919998,76.260002,73.660004,74.510002,51.400215,139333600
2010-10-01,75.040001,79.900002,74.400002,77.769997,53.649094,110920200
2010-11-01,78.059998,79.849998,77.120003,78.300003,54.014717,118058200
2010-12-01,79.139999,80.940002,75.940002,76.760002,53.366844,114256400
2011-01-01,77.099998,77.589996,72.139999,73.669998,51.218563,233975300
2011-02-01,74.220001,76.449997,73.080002,75.680000,52.615982,135858400
2011-03-01,75.709999,77.250000,72.889999,76.089996,53.333588,143318900
2011-04-01,76.300003,78.589996,75.660004,78.309998,54.889664,97983500
2011-05-01,78.400002,83.080002,78.199997,81.540001,57.153652,120036800
2011-06-01,81.470001,84.910004,80.000000,84.320000,59.542870,128508800
2011-07-01,84.160004,89.570000,84.150002,86.480003,61.068165,117018200
2011-08-01,87.489998,91.220001,82.010002,90.410004,63.843338,200669000
2011-09-01,90.269997,91.089996,83.650002,87.820000,62.433891,165750900
2011-10-01,87.430000,93.839996,83.739998,92.849998,66.009872,138108100
2011-11-01,92.309998,95.540001,91.220001,95.519997,67.908043,109863900
2011-12-01,95.440002,101.000000,94.820000,100.330002,71.864151,110500700
2012-01-01,101.330002,102.220001,97.699997,99.050003,70.947319,120351800
2012-02-01,99.459999,101.290001,98.260002,99.279999,71.112053,88933500
2012-03-01,99.279999,100.440002,95.129997,98.099998,70.760399,136419600
2012-04-01,97.820000,99.500000,94.129997,97.449997,70.291527,132852000
2012-05-01,97.230003,98.010002,89.260002,89.339996,64.441704,132371000
2012-06-01,87.470001,90.760002,85.919998,88.529999,64.357407,153888700
2012-07-01,88.410004,93.320000,87.620003,89.360001,64.960777,125472600
2012-08-01,89.489998,90.430000,86.150002,89.489998,65.055275,116808900
2012-09-01,89.510002,94.000000,88.709999,91.750000,67.223083,98697200
2012-10-01,92.110001,94.160004,86.370003,86.800003,63.596348,135455700
2012-11-01,87.000000,88.129997,83.309998,87.040001,63.772198,133363500
2012-12-01,87.419998,90.849998,86.269997,88.209999,65.209778,114044000
2013-01-01,89.400002,95.290001,89.250000,95.290001,70.443703,110374200
2013-02-01,95.580002,96.779999,93.190002,95.900002,70.894661,98048800
2013-03-01,95.680000,99.779999,94.870003,99.690002,74.290939,92727700
2013-04-01,99.410004,103.699997,98.379997,102.139999,76.116714,102269300
2013-05-01,101.980003,103.339996,96.559998,96.570000,71.965858,131988600
2013-06-01,96.769997,100.180000,95.160004,99.000000,74.354759,92115500
2013-07-01,99.349998,101.809998,96.300003,98.080002,73.663795,103465500
2013-08-01,98.620003,99.440002,94.010002,94.360001,70.869858,106466700
2013-09-01,95.099998,98.989998,94.120003,96.209999,72.843086,83958900
2013-10-01,96.180000,96.699997,93.139999,96.519997,73.077759,105109100
2013-11-01,96.519997,99.269997,96.320000,97.370003,73.721352,127462000
2013-12-01,97.290001,97.290001,94.040001,97.029999,74.074936,90582200
2014-01-01,96.809998,97.080002,92.870003,94.169998,71.891541,115669600
2014-02-01,94.540001,97.000000,92.220001,95.150002,72.639702,94318500
2014-03-01,94.239998,99.070000,94.000000,98.029999,75.475891,119892900
2014-04-01,98.099998,101.779999,96.519997,101.379997,78.055161,114839100
2014-05-01,100.680000,103.779999,100.330002,101.430000,78.093681,86521200
2014-06-01,101.389999,102.620003,99.410004,100.739998,78.187607,87062600
2014-07-01,100.430000,101.360001,94.559998,94.559998,73.391106,116896600
2014-08-01,94.300003,95.370003,92.919998,93.720001,72.739159,103875700
2014-09-01,93.239998,97.300003,90.529999,94.809998,74.220299,145563800
2014-10-01,94.370003,95.290001,89.339996,93.730003,73.374832,136770100
2014-11-01,93.779999,97.500000,93.019997,96.809998,75.785957,89659200
2014-12-01,96.150002,97.500000,87.620003,93.699997,73.999832,171258800
2015-01-01,94.129997,95.000000,88.769997,92.440002,73.004715,152776400
2015-02-01,92.050003,99.879997,91.430000,98.900002,78.106537,141328000
2015-03-01,98.900002,101.089996,94.940002,97.440002,77.622231,164772700
2015-04-01,96.809998,99.349998,94.459999,96.550003,76.913261,136319600
2015-05-01,96.730003,101.080002,95.570000,95.930000,76.419334,131649800
2015-06-01,95.839996,97.959999,94.019997,95.070000,76.392418,111348300
2015-07-01,95.099998,101.099998,94.730003,99.860001,80.241364,124132500
2015-08-01,100.000000,101.879997,87.500000,95.019997,76.352226,137564000
2015-09-01,92.769997,98.970001,92.599998,98.529999,79.870163,123943400
2015-10-01,98.500000,113.959999,97.129997,112.250000,90.991859,170583400
2015-11-01,112.459999,114.989998,109.599998,114.160004,92.540146,129809800
2015-12-01,114.519997,120.230003,112.910004,118.139999,96.517281,115069800
2016-01-01,117.250000,124.349998,113.000000,123.779999,101.125023,163701800
2016-02-01,123.080002,124.830002,112.709999,117.190002,95.741142,163322300
2016-03-01,117.910004,126.959999,115.320000,125.680000,103.455093,138087000
2016-04-01,125.190002,129.800003,124.870003,126.489998,104.121857,111367700
2016-05-01,126.650002,131.960007,121.620003,122.059998,100.475266,116547500
2016-06-01,122.059998,124.080002,116.080002,120.339996,99.059433,123229900
2016-07-01,119.720001,128.600006,117.430000,117.650002,97.556961,109871000
2016-08-01,117.879997,120.019997,113.959999,115.660004,95.906830,100622300
2016-09-01,115.510002,119.239998,114.129997,115.360001,96.401474,91504400
2016-10-01,115.010002,115.739998,110.330002,112.570000,94.069992,100861900
2016-11-01,112.650002,121.870003,110.830002,119.269997,99.668922,89081800
2016-12-01,118.959999,124.000000,117.709999,121.720001,102.507233,78632000
2017-01-01,121.860001,123.339996,118.180000,122.570000,103.223053,76910700
2017-02-01,121.900002,128.899994,121.699997,127.650002,107.501244,64270300
2017-03-01,128.020004,130.190002,127.339996,129.610001,109.955231,89808900
